id,sentenca,secao,entidade_texto,entidade_label,entidade_start,entidade_end,entidade_score
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,##ías,PESSOA,212.0,215.0,0.9708
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,08 de maio,TEMPO,269.0,279.0,0.9923
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,09 de maio,TEMPO,311.0,321.0,0.9901
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,Isa,PESSOA,378.0,381.0,0.9263
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,##ías,PESSOA,381.0,384.0,0.9375
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,domingo,TEMPO,634.0,641.0,0.9521
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,Isa,PESSOA,674.0,677.0,0.9639
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,##ías,PESSOA,677.0,680.0,0.967
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,Isa,PESSOA,776.0,779.0,0.9757
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,##ías,PESSOA,779.0,782.0,0.9774
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,José Adriano,PESSOA,875.0,887.0,0.9957
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,José Adriano,PESSOA,951.0,963.0,0.996
1130,"[... ] que os dois moravam em Araxá quando começaram a trabalhar na propriedade ; que carregaram lenha para Japão, e Japão disse que sabia de uma carvoaria ; que Japão indicou Isaías ; que foram até a casa de Isaías combinar o serviço ; que combinaram o serviço no dia 08 de maio e começaram a trabalhar no dia 09 de maio ; que combinaram trabalhar por R $ 55, 00 por dia ; que Isaías ia fornecer moradia e alimentação ; que quando chegaram não tinha nada na moradia ; que dormiam nos papelões no chão ; que a comida que tinha lá era a mesma que a fiscalização presenciou ; que trabalhavam das 07 : 00 até as 18 : 00, que folgavam no domingo ; que tinham que ficar lá ; que Isaías dizia que só poderia trabalhar se estivessem lá ; que ficaram muitos dias sem trabalhar porque Isaías falava que só poderiam trabalhar com ele lá ; que quem levava comida lá no alojamento era o José Adriano ; que não perguntava nada sobre o trabalho ou alojamento ; que José Adriano ia direto na sede da fazenda ; que no período ficou na, José Wilson recebeu R $ 300, 00 ; que tem R $ 1. 200, 00 a receber ; que no período em que ficou na fazenda, Carlos Adriano Sampaio não recebeu qualquer pagamento ; que saíram duas cargas de carvão e mesmo assim não receberam ; que Branco, dono do caminhão, passou um cheque para Isaías, e por sua vez passou cheque para José Adriano ; que tanto Isaías quanto José Adriano estavam no momento do carregamento ; que José Adriano falou para índio não se preocuparem com dinheiro ; que se Isaías não pagasse pelo trabalho, ele pagaria ; que como não receberam procuraram o Ministério do Trabalho para pedir ajuda ; que vieram de carona ; que depois que vieram aqui retornaram à fazenda ; que quando retornaram Isaías falou que não iriam mais na fazenda ; que novamente vieram de carona e pediram apoio para a fiscalização. CARLOS ADRIANO SAMPAIO informou que saiu por 15 dias para outra fazenda ; que resolveu voltar a trabalhar na fazenda para Isaías e tentar receber o que tinha direito ; que neste tempo não conseguiu falar com Isaías ; que um dia Isaías estava lá, mas discutiu com José Adriano ; que por isso preferiu não discutir sobre os pagamentos ; que não estavam conseguindo receber ; que querem ir embora da cidade após receberem as verbas ; que tem medo de José Adriano ; que os taxistas disseram",DOS_FATOS,José Wilson,PESSOA,1020.0,1031.0,0.995
